Attack 9 10	
illustrated O VBD O
the O DT O
threat O NN O
of O IN O
terrorism O NN O
in O IN O
Indonesia B-Nation NNP O

Attack 4 5	Attacker 19 20	
The O DT O
shocking O JJ O
level O NN O
of O IN O
destruction O NN B-Attack-T
prompted O VBD O
U.S. O NNP O
lawmakers B-Group NNS O
to O TO O
expand O VB O
the O DT O
ban O NN O
to O TO O
cover O VB O
almost O RB O
all O DT O
military B-Government JJ O
ties O NNS O
with O IN O
Indonesia B-Nation NNP B-Attacker

Attack 14 15	Time-Within 1 2	Attacker 12 13	Place 16 17	
In O IN O
1999 B-Time CD B-Time-Within
, O , O
East B-Nation NNP O
Timor I-Nation NNP O
became O VBD O
free O JJ O
, O , O
but O CC O
only O RB O
after O IN O
Indonesian B-Nation JJ O
forces B-Group NNS B-Attacker
laid O VBN O
waste O NN B-Attack-T
to O TO O
it B-Nation PRP B-Place
as O IN O
they B-Group PRP O
withdrew O VBD O
after O IN O
a O DT O
pro-independence O NN O
referendum O NN O

Attack 20 21	
Chalabi B-Individual NNP O
was O VBD O
the O DT O
first O JJ O
top O JJ O
Iraqi B-Nation JJ O
opposition O NN O
leader B-Individual NN O
to O TO O
be O VB O
airlifted O VBN O
by O IN O
the O DT O
U.S. O NNP O
military B-Government NN O
into O IN O
southern O JJ O
Iraq B-Region-General NNP O
as O IN O
the O DT O
fighting O VBG B-Attack-T
wound O NN O
down O RB O
, O , O
and O CC O
he B-Individual PRP O
and O CC O
other O JJ O
top O JJ O
members B-Group NNS O
of O IN O
his B-Individual PRP$ O
group B-Non-Governmental NN O
plan O NN O
to O TO O
meet O VB O
soon O RB O
in O IN O
Baghdad B-Population-Center NNP O

Attack 18 19	Place 14 15	Target 21 22	
He B-Individual PRP O
asked O VBD O
coalition O NN O
representatives B-Group NNS O
to O TO O
address O VB O
problems O NNS O
of O IN O
security O NN O
, O , O
electricity O NN O
and O CC O
water O NN O
in O IN O
Iraq B-Nation NNP B-Place
and O CC O
help O VB O
rebuild O VB O
destroyed O VBN B-Attack-T
and O CC O
looted O VBN O
hospitals B-Building-Grounds NNS B-Target

Meet 0 1	Entity 2 3	Entity 4 5	Time-Starting 13 15	Place 16 17	
Negotiations O NNS B-Meet-T
between O IN O
Washington B-Nation NNP B-Entity
and O CC O
Pyongyang B-Nation NNP B-Entity
on O IN O
their B-Nation PRP$ O
nuclear O JJ O
dispute O NN O
have O VBP O
been O VBN O
set O VBN O
for O IN O
April B-Time NNP B-Time-Starting
23 I-Time CD I-Time-Starting
in O IN O
Bejing B-Population-Center NNP B-Place
and O CC O
are O VBP O
widely O RB O
seen O VBN O
here O RB O
as O IN O
a O DT O
blow O NN O
to O TO O
Moscow B-Nation NNP O
efforts O NNS O
to O TO O
stamp O VB O
authority O NN O
on O IN O
the O DT O
region B-Region-International NN O
by O IN O
organizing O VBG O
such O PDT O
a O DT O
meeting O NN O

Meet 4 5	Entity 0 1	Place 12 13	Time-Within 17 19	
They B-Group PRP B-Entity
are O VBP O
scheduled O VBN O
to O TO O
meet O VB B-Meet-T
next O JJ O
in O IN O
the O DT O
Russian B-Nation JJ O
leader B-Individual NN O
's O POS O
native O JJ O
city B-Population-Center NN B-Place
of O IN O
Saint B-Population-Center NNP O
Petersburg I-Population-Center NNP O
in O IN O
late B-Time JJ B-Time-Within
May I-Time NNP I-Time-Within

Meet 38 39	Entity 2 3	Entity 4 5	Place 16 17	
Negotiations O NNS O
between O IN O
Washington B-Nation NNP B-Entity
and O CC O
Pyongyang B-Nation NNP B-Entity
on O IN O
their B-Nation PRP$ O
nuclear O JJ O
dispute O NN O
have O VBP O
been O VBN O
set O VBN O
for O IN O
April B-Time NNP O
23 I-Time CD O
in O IN O
Bejing B-Population-Center NNP B-Place
and O CC O
are O VBP O
widely O RB O
seen O VBN O
here O RB O
as O IN O
a O DT O
blow O NN O
to O TO O
Moscow B-Nation NNP O
efforts O NNS O
to O TO O
stamp O VB O
authority O NN O
on O IN O
the O DT O
region B-Region-International NN O
by O IN O
organizing O VBG O
such O PDT O
a O DT O
meeting O NN B-Meet-T

Attack 12 13	
Putin B-Individual NNP O
will O MD O
face O VB O
re-election O NN O
in O IN O
March B-Time NNP O
2004 I-Time CD O
and O CC O
analysts B-Group NNS O
noted O VBD O
that O IN O
the O DT O
war O NN B-Attack-T
-- O : O
while O IN O
opposed O VBN O
by O IN O
most O JJS O
Russians B-Group NNPS O
-- O : O
was O VBD O
never O RB O
turned O VBN O
by O IN O
the O DT O
Kremlin B-Nation NNP O
into O IN O
a O DT O
matter O NN O
of O IN O
national O JJ O
security O NN O

Attack 8 9	Place 10 11	
Most O JJS O
analysts B-Group NNS O
linked O VBN O
Russia B-Nation NNP O
's O POS O
opposition O NN O
to O TO O
a O DT O
war O NN B-Attack-T
in O IN O
Iraq B-Nation NNP B-Place
to O TO O
fears O NNS O
that O IN O
it B-Nation PRP O
will O MD O
lose O VB O
oil O NN O
contracts O NNS O
that O WDT O
were O VBD O
sealed O VBN O
with O IN O
the O DT O
now-toppled O JJ O
regime B-Nation NN O
of O IN O
Saddam B-Individual NNP O
Hussein I-Individual NNP O

Attack 11 12	
We B-Nation PRP O
lost O VBD O
nothing O NN O
and O CC O
won O VBD O
nothing O NN O
-- O : O
this O DT O
was O VBD O
not O RB O
our B-Nation PRP$ O
war O NN B-Attack-T
, O , O
'' O '' O
said O VBD O
liberal O JJ O
lawmaker B-Individual NN O
Irina B-Individual NNP O
Khakamada I-Individual NNP O
of O IN O
the O DT O
Union B-Non-Governmental NNP O
of I-Non-Governmental IN O
Rightist I-Non-Governmental NNP O
Forces I-Non-Governmental NNP O

Attack 7 8	
We B-Nation PRP O
lost O VBD O
nothing O NN O
and O CC O
won O VBD O
nothing O NN O
-- O : O
this O DT B-Attack-T
was O VBD O
not O RB O
our B-Nation PRP$ O
war O NN O
, O , O
'' O '' O
said O VBD O
liberal O JJ O
lawmaker B-Individual NN O
Irina B-Individual NNP O
Khakamada I-Individual NNP O
of O IN O
the O DT O
Union B-Non-Governmental NNP O
of I-Non-Governmental IN O
Rightist I-Non-Governmental NNP O
Forces I-Non-Governmental NNP O

Attack 12 13	
Our B-Nation PRP$ O
analysis O NN O
of O IN O
foreign O JJ O
policy O NN O
is O VBZ O
lacking O VBG O
and O CC O
often O RB O
reverts O VBZ O
to O TO O
Cold O NNP O
War O NNP B-Attack-T
stereotypes O NNS O
, O , O
'' O '' O
said O VBD O
former B-Time JJ O
deputy O NN O
foreign O JJ O
minister B-Individual NN O
Anatoly B-Individual NNP O
Adamishin I-Individual NNP O

Attack 25 26	
One O CD O
analyst B-Individual NN O
said O VBD O
China B-Nation NNP O
-- O : O
which B-Nation WDT O
like O IN O
Russia B-Nation NNP O
and O CC O
France B-Nation NNP O
wields O VBZ O
a O DT O
UN B-Non-Governmental NNP O
Security B-Non-Governmental NN O
Council I-Non-Governmental NNP O
veto O NN O
but O CC O
never O RB O
threatened O VBN O
to O TO O
use O VB O
it O PRP O
to O TO O
prevent O VB O
the O DT O
war O NN B-Attack-T
-- O : O
recently B-Time RB O
won O VBD O
its B-Nation PRP$ O
role O NN O
as O IN O
chief O JJ O
mediator B-Nation NN O
between O IN O
the O DT O
United B-Nation NNP O
States I-Nation NNPS O
and O CC O
North B-Nation NNP O
Korea I-Nation NNP O
because O IN O
other O JJ O
regional O JJ O
powers B-Nation NNS O
' O POS O
confidence O NN O
in O IN O
Russia B-Nation NNP O
fell O VBD O
as O IN O
a O DT O
result O NN O
of O IN O
its B-Nation PRP$ O
Iraqi B-Nation JJ O
diplomacy O NN O

Attack 19 20	Time-Starting 22 24	
Several O JJ O
top O JJ O
diplomacy O NN O
experts B-Group NNS O
told O VBD O
a O DT O
Kremlin-run O JJ O
forum O NN O
that O WDT O
countries B-Nation NNS O
like O IN O
China B-Nation NNP O
and O CC O
India B-Nation NNP O
that B-Nation WDT O
said O VBD O
little O JJ O
about O IN O
the O DT O
conflict O NN B-Attack-T
before O IN O
its O PRP$ O
March B-Time NNP B-Time-Starting
20 I-Time CD I-Time-Starting
launch O NN O
were O VBD O
already O RB O
reaping O VBG O
the O DT O
benefits O NNS O

Attack 36 37	Place 38 39	
Silence O NN O
is O VBZ O
golden O JJ O
-- O : O
especially O RB O
when O WRB O
your B-Indeterminate PRP$ O
hand O NN O
is O VBZ O
weak O JJ O
-- O : O
top O JJ O
Moscow B-Population-Center NNP O
policy O NN O
analysts B-Group NNS O
said O VBD O
in O IN O
an O DT O
assessment O NN O
of O IN O
the O DT O
fallout O NN O
from O IN O
Russia B-Nation NNP O
's O POS O
vocal O JJ O
opposition O NN O
to O TO O
what O WP O
turned O VBD O
out O RP O
to O TO O
be O VB O
a O DT O
swift O JJ O
US-led O JJ O
campaign O NN B-Attack-T
in O IN O
Iraq B-Nation NNP B-Place

Attack 16 17	
US B-Nation NNP O
diplomats B-Group NNS O
have O VBP O
hinted O VBN O
in O IN O
recent B-Time JJ O
weeks I-Time NNS O
that O WDT O
Washington B-Nation NNP O
's O POS O
anger O NN O
with O IN O
European B-Continent JJ O
resistance O NN O
to O TO O
the O DT O
campaign O NN B-Attack-T
was O VBD O
focused O VBN O
more O RBR O
on O IN O
Paris B-Nation NNP O
-- O : O
and O CC O
to O TO O
a O DT O
lesser O JJR O
extent O NN O
Berlin B-Nation NNP O
-- O : O
than O IN O
it O PRP O
was O VBD O
with O IN O
Moscow B-Nation NNP O

Attack 41 42	
We B-Nation PRP O
were O VBD O
so O RB O
proud O JJ O
of O IN O
forming O VBG O
an O DT O
antiwar O JJ O
bloc O NN O
with O IN O
France B-Nation NNP O
and O CC O
Germany B-Nation NNP O
-- O : O
but O CC O
nations B-Nation NNS O
have O VBP O
not O RB O
been O VBN O
forming O VBG O
such O JJ O
blocs O NNS O
for O IN O
at B-Time IN O
least I-Time JJS O
12 I-Time CD O
years I-Time NNS O
and O CC O
someone B-Individual NN O
in O IN O
Moscow B-Nation NNP O
should O MD O
have O VB O
understood O VBN O
that O IN O
it O PRP O
was O VBD O
impossible O JJ O
to O TO O
avert O VB O
this O DT O
war O NN B-Attack-T

Attack 18 19	
Meanwhile O RB O
German B-Nation JJ O
Chancellor B-Individual NNP O
Gerhard B-Individual NNP O
Schroeder I-Individual NNP O
has O VBZ O
not O RB O
spoken O VBN O
to O TO O
Bush B-Individual NNP O
since O IN O
several B-Time JJ O
weeks I-Time NNS O
before I-Time IN O
the I-Time DT O
start I-Time NN O
of I-Time IN O
the I-Time DT O
war I-Time NN B-Attack-T

Attack 27 28	Attacker 26 27	
Britain B-Nation NNP O
, O , O
Spain B-Nation NNP O
, O , O
Denmark B-Nation NNP O
, O , O
Italy B-Nation NNP O
, O , O
the O DT O
Netherlands B-Nation NNP O
and O CC O
Portugal B-Nation NNP O
back O RB O
the O DT O
United B-Nation NNP O
States I-Nation NNPS O
while O IN O
France B-Nation NNP O
and O CC O
Germany B-Nation NNP O
lead O VBP O
a O DT O
group B-Nation NN O
of O IN O
nations B-Nation NNS O
opposing O VBG O
military B-Government JJ B-Attacker
action O NN B-Attack-T

Attack 5 6	
French B-Nation NNP O
President B-Individual NNP O
Jacques B-Individual NNP O
Chirac I-Individual NNP O
said O VBD O
war O NN B-Attack-T
without O IN O
U.N B-Non-Governmental NNP O
blessing O NN O
would O MD O
undermine O VB O
future B-Time JJ O
disarmament O NN O
efforts O NNS O

Attack 19 20	
The O DT O
Dutch B-Nation JJ O
government B-Nation NN O
, O , O
facing O VBG O
strong O JJ O
public O JJ O
anti-war O JJ O
pressure O NN O
, O , O
said O VBD O
it B-Nation PRP O
would O MD O
not O RB O
commit O VB O
fighting O VBG O
forces B-Government NNS O
to O TO O
the O DT O
war O NN B-Attack-T
against O IN O
Iraq B-Nation NNP O
but O CC O
added O VBD O
it B-Nation PRP O
supported O VBD O
the O DT O
military B-Government JJ O
campaign O NN O
to O TO O
disarm O VB O
Saddam B-Individual NNP O

Attack 18 19	
Europe B-Continent NNP O
's O POS O
divide O NN O
over O IN O
Iraq B-Nation NNP O
loomed O VBD O
ever O RB O
larger O JJR O
Tuesday B-Time NNP O
with O IN O
France B-Nation NNP O
and O CC O
Germany B-Nation NNP O
denouncing O VBG O
the O DT O
U.S. O NNP O
move O NN O
toward O IN O
war O NN B-Attack-T
while O IN O
British B-Nation JJ O
Prime O NNP O
Minister B-Individual NNP O
Tony B-Individual NNP O
Blair I-Individual NNP O
said O VBD O
ousting O VBG O
Saddam B-Individual NNP O
Hussein I-Individual NNP O
now B-Time RB O
was O VBD O
key O JJ O
to O TO O
solving O VBG O
similar O JJ O
crises O NNS O
in O IN O
the B-Time DT O
future I-Time NN O

Attack 21 22	Target 13 14	Place 18 19	
The O DT O
EU B-GPE-Cluster NNP O
foreign O JJ O
ministers B-Group NNS O
met O VBD O
hours B-Time NNS O
after O IN O
U.S. O NNP O
President B-Individual NNP O
George B-Individual NNP O
W. I-Individual NNP O
Bush I-Individual NNP O
gave O VBD O
Saddam B-Individual NNP B-Target
48 B-Time CD O
hours I-Time NNS O
to O TO O
leave O VB O
Iraq B-Nation NNP B-Place
or O CC O
face O NN O
invasion O NN B-Attack-T

Attack 15 16	
To O TO O
act O VB O
without O IN O
the O DT O
legitimacy O NN O
of O IN O
the O DT O
United B-Non-Governmental NNP O
Nations I-Non-Governmental NNPS O
... O : O
to O TO O
favor O VB O
the O DT O
use O NN O
of O IN O
force O NN B-Attack-T
over O IN O
law O NN O
, O , O
is O VBZ O
taking O VBG O
a O DT O
serious O JJ O
responsibility O NN O

Attack 0 1	
War O NNP B-Attack-T
is O VBZ O
not O RB O
justified O JJ O
, O , O
'' O '' O
Fishcer B-Individual NNP O
told O VBD O
reporters B-Group NNS O

Attack 10 11	
Does O VBZ O
the O DT O
threat O NN O
posed O VBN O
by O IN O
the O DT O
Iraqi B-Nation JJ O
dictator B-Individual NN O
justify O VB O
a O DT O
war O NN B-Attack-T
, O , O
which O WDT O
is O VBZ O
sure O JJ O
to O TO O
kill O VB O
thousands B-Group NNS O
of O IN O
innocent O JJ O
children B-Group NNS O
, O , O
women B-Group NNS O
and O CC O
men B-Group NNS O

Attack 13 14	
In O IN O
Berlin B-Population-Center NNP O
, O , O
German B-Nation NNP O
Chancellor B-Individual NNP O
Gerhard B-Individual NNP O
Schroeder I-Individual NNP O
said O VBD O
there O EX O
was O VBD O
no O DT O
justification O NN O
for O IN O
war O NN B-Attack-T

Meet 4 5	Entity 3 4	Time-Starting 5 6	
The O DT O
EU B-GPE-Cluster NNP O
foreign O JJ O
ministers B-Group NNS B-Entity
met O VBD B-Meet-T
hours B-Time NNS B-Time-Starting
after O IN O
U.S. O NNP O
President B-Individual NNP O
George B-Individual NNP O
W. I-Individual NNP O
Bush I-Individual NNP O
gave O VBD O
Saddam B-Individual NNP O
48 B-Time CD O
hours I-Time NNS O
to O TO O
leave O VB O
Iraq B-Nation NNP O
or O CC O
face O NN O
invasion O NN O

Transport 17 18	Artifact 13 14	Time-Within 14 16	Origin 18 19	
The O DT O
EU B-GPE-Cluster NNP O
foreign O JJ O
ministers B-Group NNS O
met O VBD O
hours B-Time NNS O
after O IN O
U.S. O NNP O
President B-Individual NNP O
George B-Individual NNP O
W. I-Individual NNP O
Bush I-Individual NNP O
gave O VBD O
Saddam B-Individual NNP B-Artifact
48 B-Time CD B-Time-Within
hours I-Time NNS I-Time-Within
to O TO O
leave O VB B-Transport-T
Iraq B-Nation NNP B-Origin
or O CC O
face O NN O
invasion O NN O

Attack 18 19	
As O IN O
European B-GPE-Cluster NNP O
Union I-GPE-Cluster NNP O
leaders B-Group NNS O
restated O VBD O
their B-Group PRP$ O
opposing O JJ O
views O NNS O
on O IN O
Iraq B-Nation NNP O
, O , O
their B-Group PRP$ O
foreign O JJ O
ministers B-Group NNS O
debated O VBD O
the O DT O
impending O JJ O
U.S.-led O JJ O
war O NN B-Attack-T
against O IN O
Iraq B-Nation NNP O
with O IN O
EU B-GPE-Cluster NNP O
president B-Nation NN O
Greece B-Nation NNP O
keeping O VBG O
up O RP O
appearances O NNS O
with O IN O
a O DT O
pledge O NN O
to O TO O
pursue O VB O
a O DT O
last O JJ O
ditch O NN O
effort O NN O
to O TO O
avoid O VB O
war O NN O

Transport 13 15	Agent 0 1	Origin 16 17	Time-Within 18 22	
Greece B-Nation NNP B-Agent
began O VBD O
evacuating O VBG O
its B-Nation PRP$ O
embassy B-Building-Grounds NN O
in O IN O
Baghdad B-Population-Center NNP O
, O , O
saying O VBG O
all O PDT O
its B-Nation PRP$ O
personnel B-Group NNS O
would O MD O
be O VB B-Transport-T
out O IN I-Transport-T
of O IN O
Iraq B-Nation NNP B-Origin
within O IN O
a B-Time DT B-Time-Within
couple I-Time NN I-Time-Within
of I-Time IN I-Time-Within
days I-Time NNS I-Time-Within

Attack 7 8	
The O DT O
Dutch B-Nation JJ O
government B-Nation NN O
, O , O
facing O VBG O
strong O JJ O
public O JJ O
anti-war O JJ B-Attack-T
pressure O NN O
, O , O
said O VBD O
it B-Nation PRP O
would O MD O
not O RB O
commit O VB O
fighting O VBG O
forces B-Government NNS O
to O TO O
the O DT O
war O NN O
against O IN O
Iraq B-Nation NNP O
but O CC O
added O VBD O
it B-Nation PRP O
supported O VBD O
the O DT O
military B-Government JJ O
campaign O NN O
to O TO O
disarm O VB O
Saddam B-Individual NNP O

Meet 23 24	Entity 0 2	Entity 3 6	Entity 19 23	Place 25 27	Time-Within 27 28	
Joschka B-Individual NNP B-Entity
Fischer I-Individual NNP I-Entity
and O CC O
Dominique B-Individual NNP B-Entity
de I-Individual IN I-Entity
Villepin I-Individual NNP I-Entity
, O , O
the O DT O
German B-Nation JJ O
and O CC O
French B-Nation JJ O
foreign O JJ O
ministers B-Group NNS O
, O , O
were O VBD O
to O TO O
attend O VB O
a O DT O
special O JJ O
United B-Non-Governmental NNP B-Entity
Nations I-Non-Governmental NNP I-Entity
Security I-Non-Governmental NNP I-Entity
Council I-Non-Governmental NNP I-Entity
meeting O NN B-Meet-T
in O IN O
New B-Population-Center NNP B-Place
York I-Population-Center NNP I-Place
Wednesday B-Time NNP B-Time-Within
, O , O
called O VBN O
to O TO O
issue O VB O
a O DT O
last-minute O JJ O
appeal O NN O
for O IN O
a O DT O
peaceful O JJ O
solution O NN O
to O TO O
the O DT O
Iraq B-Nation NNP O
crisis O NN O

Meet 24 25	Entity 23 24	
For O IN O
us B-Group PRP O
the O DT O
United B-Non-Governmental NNP O
Natgions I-Non-Governmental NNPS O
is O VBZ O
the O DT O
key O JJ O
authority O NN O
'' O '' O
in O IN O
resolving O VBG O
the O DT O
Iraq B-Nation NNP O
crisis O NN O
, O , O
Fischer B-Individual NNP O
told O VBD O
reporters B-Group NNS O
opn O JJ O
arrival O NN O
at O IN O
the O DT O
EU B-GPE-Cluster NNP B-Entity
meeting O NN B-Meet-T

Meet 2 3	Entity 1 2	
The O DT O
EU B-GPE-Cluster NNP B-Entity
meeting O NN B-Meet-T
could O MD O
not O RB O
hide O VB O
the O DT O
fact O NN O
the O DT O
Iraq B-Nation NNP O
crisis O NN O
has O VBZ O
made O VBN O
a O DT O
mockery O NN O
of O IN O
EU B-GPE-Cluster NNP O
aspirations O NNS O
to O TO O
craft O VB O
a O DT O
common O JJ O
foreign O JJ O
policy O NN O

Meet 4 5	Entity 3 4	
Ahead O NNP O
of O IN O
the O DT O
EU B-GPE-Cluster NNP B-Entity
meeting O NN B-Meet-T
, O , O
Greek B-Nation JJ O
Foreign O NNP O
Minister B-Individual NNP O
Georhge B-Individual NNP O
Papandreou I-Individual NNP O
told O VBD O
reporters B-Group NNS O
, O , O
''We O NN O
have O VBP O
to O TO O
, O , O
and O CC O
we B-Group PRP O
will O MD O
continue O VB O
, O , O
to O TO O
search O VB O
for O IN O
a O DT O
peaceful O JJ O
solution O NN O
to O TO O
the O DT O
crisis O NN O

Attack 15 16	
The O DT O
Dutch B-Nation JJ O
government B-Nation NN O
, O , O
facing O VBG O
strong O JJ O
public O JJ O
anti-war O JJ O
pressure O NN O
, O , O
said O VBD O
it B-Nation PRP O
would O MD O
not O RB O
commit O VB O
fighting O VBG B-Attack-T
forces B-Government NNS O
to O TO O
the O DT O
war O NN O
against O IN O
Iraq B-Nation NNP O
but O CC O
added O VBD O
it B-Nation PRP O
supported O VBD O
the O DT O
military B-Government JJ O
campaign O NN O
to O TO O
disarm O VB O
Saddam B-Individual NNP O

Attack 39 40	
As O IN O
European B-GPE-Cluster NNP O
Union I-GPE-Cluster NNP O
leaders B-Group NNS O
restated O VBD O
their B-Group PRP$ O
opposing O JJ O
views O NNS O
on O IN O
Iraq B-Nation NNP O
, O , O
their B-Group PRP$ O
foreign O JJ O
ministers B-Group NNS O
debated O VBD O
the O DT O
impending O JJ O
U.S.-led O JJ O
war O NN O
against O IN O
Iraq B-Nation NNP O
with O IN O
EU B-GPE-Cluster NNP O
president B-Nation NN O
Greece B-Nation NNP O
keeping O VBG O
up O RP O
appearances O NNS O
with O IN O
a O DT O
pledge O NN O
to O TO O
pursue O VB O
a O DT O
last O JJ O
ditch O NN O
effort O NN O
to O TO O
avoid O VB O
war O NN B-Attack-T

Attack 28 29	Target 31 32	
The O DT O
Dutch B-Nation JJ O
government B-Nation NN O
, O , O
facing O VBG O
strong O JJ O
public O JJ O
anti-war O JJ O
pressure O NN O
, O , O
said O VBD O
it B-Nation PRP O
would O MD O
not O RB O
commit O VB O
fighting O VBG O
forces B-Government NNS O
to O TO O
